experiment,well,strain,DS
RA00077_190820,CAM302A6,cat-2,3
RA00077_190820,CAM307A3,cat-2,3
RA00077_190820,CAM307A4,cat-2,3
RA00077_190820,CAM307A6,cat-2,3
RA00077_190820,CAM516A1,cat-2,3
RA00077_190820,CAM516A2,cat-2,3
RA00077_190820,CAM516A3,cat-2,3
RA00077_190820,CAM516A4,cat-2,3
RA00077_190820,CAM516A5,cat-2,3
RA00077_190820,CAM516A6,cat-2,3
RA00116_101220,CAM034A1,cat-2,1
RA00116_101220,CAM034A2,cat-2,1
RA00116_101220,CAM034A3,cat-2,1
RA00116_101220,CAM034A4,cat-2,1
RA00116_101220,CAM034A5,cat-2,1
RA00116_101220,CAM034A6,cat-2,1
RA00116_101220,CAM035A1,cat-2,1
RA00116_101220,CAM035A2,cat-2,1
RA00116_101220,CAM035A3,cat-2,1
RA00116_101220,CAM035A6,cat-2,1
RA00116_101220,CAM037A1,cat-2,1
RA00116_101220,CAM037A2,cat-2,1
RA00116_101220,CAM037A3,cat-2,1
RA00116_101220,CAM037A4,cat-2,1
RA00116_101220,CAM037A5,cat-2,1
RA00116_101220,CAM037A6,cat-2,1
RA00116_101220,CAM302A1,cat-2,1
RA00116_101220,CAM302A2,cat-2,1
RA00116_101220,CAM302A3,cat-2,1
RA00116_101220,CAM302A4,cat-2,1
RA00116_101220,CAM302A5,cat-2,1
RA00116_101220,CAM307A1,cat-2,1
RA00116_101220,CAM307A2,cat-2,1
RA00116_101220,CAM307A3,cat-2,1
RA00116_101220,CAM307A4,cat-2,1
RA00116_101220,CAM307A6,cat-2,1
RA00116_101220,CAM516A1,cat-2,1
RA00116_101220,CAM516A2,cat-2,1
RA00116_101220,CAM516A3,cat-2,1
RA00116_101220,CAM516A4,cat-2,1
RA00116_101220,CAM516A5,cat-2,1
RA00116_101220,CAM516A6,cat-2,1
RA00120_241220,CAM034A1,N2,0
RA00120_241220,CAM034A2,N2,0
RA00120_241220,CAM034A3,N2,0
RA00120_241220,CAM034A4,N2,0
RA00120_241220,CAM034A5,N2,0
RA00120_241220,CAM034A6,N2,0
RA00120_241220,CAM035A2,N2,0
RA00120_241220,CAM035A3,N2,0
RA00120_241220,CAM035A4,N2,0
RA00120_241220,CAM035A5,N2,0
RA00120_241220,CAM037A1,N2,0
RA00120_241220,CAM037A3,N2,0
RA00120_241220,CAM037A4,N2,0
RA00120_241220,CAM037A5,N2,0
RA00120_241220,CAM302A1,N2,0
RA00120_241220,CAM302A2,N2,0
RA00120_241220,CAM302A3,N2,0
RA00120_241220,CAM302A4,N2,0
RA00120_241220,CAM302A5,N2,0
RA00120_241220,CAM302A6,N2,0
RA00120_241220,CAM307A1,N2,0
RA00120_241220,CAM307A2,N2,0
RA00120_241220,CAM307A3,N2,0
RA00120_241220,CAM307A4,N2,0
RA00120_241220,CAM307A5,N2,0
RA00120_241220,CAM307A6,N2,0
RA00120_241220,CAM516A1,N2,0
RA00120_241220,CAM516A2,N2,0
RA00120_241220,CAM516A3,N2,0
RA00120_241220,CAM516A4,N2,0
RA00120_241220,CAM516A5,N2,0
RA00120_241220,CAM516A6,N2,0
RA00125_140121,CAM034A1,dop-2,0
RA00125_140121,CAM034A2,dop-2,0
RA00125_140121,CAM034A5,dop-2,0
RA00125_140121,CAM034A6,dop-2,0
RA00125_140121,CAM035A1,dop-2,0
RA00125_140121,CAM035A2,dop-2,0
RA00125_140121,CAM035A3,dop-2,0
RA00125_140121,CAM035A4,dop-2,0
RA00125_140121,CAM035A5,dop-2,0
RA00125_140121,CAM035A6,dop-2,0
RA00125_140121,CAM037A1,dop-2,0
RA00125_140121,CAM037A3,dop-2,0
RA00125_140121,CAM037A4,dop-2,0
RA00125_140121,CAM037A5,dop-2,0
RA00125_140121,CAM037A6,dop-2,0
RA00125_140121,CAM302A1,dop-2,0
RA00125_140121,CAM302A4,dop-2,0
RA00125_140121,CAM302A5,dop-2,0
RA00125_140121,CAM302A6,dop-2,0
RA00125_140121,CAM307A1,dop-2,0
RA00125_140121,CAM307A2,dop-2,0
RA00125_140121,CAM307A3,dop-2,0
RA00125_140121,CAM307A4,dop-2,0
RA00125_140121,CAM307A5,dop-2,0
RA00125_140121,CAM307A6,dop-2,0
RA00126_271220,CAM034A1,cat-2,0
RA00126_271220,CAM034A2,cat-2,0
RA00126_271220,CAM034A6,cat-2,0
RA00126_271220,CAM035A1,cat-2,0
RA00126_271220,CAM035A2,cat-2,0
RA00126_271220,CAM035A3,cat-2,0
RA00126_271220,CAM035A5,cat-2,0
RA00126_271220,CAM035A6,cat-2,0
RA00126_271220,CAM037A2,cat-2,0
RA00126_271220,CAM037A3,cat-2,0
RA00126_271220,CAM037A4,cat-2,0
RA00126_271220,CAM302A3,cat-2,0
RA00126_271220,CAM302A4,cat-2,0
RA00126_271220,CAM302A5,cat-2,0
RA00126_271220,CAM302A6,cat-2,0
RA00126_271220,CAM307A1,cat-2,0
RA00126_271220,CAM307A2,cat-2,0
RA00126_271220,CAM307A3,cat-2,0
RA00126_271220,CAM307A4,cat-2,0
RA00126_271220,CAM307A5,cat-2,0
RA00126_271220,CAM307A6,cat-2,0
RA00126_271220,CAM516A1,cat-2,0
RA00126_271220,CAM516A2,cat-2,0
RA00126_271220,CAM516A3,cat-2,0
RA00126_271220,CAM516A4,cat-2,0
RA00126_271220,CAM516A5,cat-2,0
RA00127_100121,CAM034A1,dop-3,0
RA00127_100121,CAM034A2,dop-3,0
RA00127_100121,CAM034A3,dop-3,0
RA00127_100121,CAM034A4,dop-3,0
RA00127_100121,CAM034A5,dop-3,0
RA00127_100121,CAM034A6,dop-3,0
RA00127_100121,CAM035A1,dop-3,0
RA00127_100121,CAM035A2,dop-3,0
RA00127_100121,CAM035A3,dop-3,0
RA00127_100121,CAM035A4,dop-3,0
RA00127_100121,CAM035A5,dop-3,0
RA00127_100121,CAM035A6,dop-3,0
RA00127_100121,CAM037A1,dop-3,0
RA00127_100121,CAM037A2,dop-3,0
RA00127_100121,CAM037A3,dop-3,0
RA00127_100121,CAM037A4,dop-3,0
RA00127_100121,CAM037A5,dop-3,0
RA00127_100121,CAM302A1,dop-3,0
RA00127_100121,CAM302A4,dop-3,0
RA00127_100121,CAM302A5,dop-3,0
RA00127_100121,CAM302A6,dop-3,0
RA00127_100121,CAM307A1,dop-3,0
RA00127_100121,CAM307A2,dop-3,0
RA00127_100121,CAM307A3,dop-3,0
RA00127_100121,CAM307A4,dop-3,0
RA00127_100121,CAM307A5,dop-3,0
RA00127_100121,CAM307A6,dop-3,0
RA00127_100121,CAM516A1,dop-3,0
RA00127_100121,CAM516A2,dop-3,0
RA00127_100121,CAM516A3,dop-3,0
RA00127_100121,CAM516A4,dop-3,0
RA00127_100121,CAM516A5,dop-3,0
RA00129_210121,CAM036A1,dop-2,0
RA00129_210121,CAM036A2,dop-2,0
RA00129_210121,CAM036A3,dop-2,0
RA00129_210121,CAM036A5,dop-2,0
RA00129_210121,CAM036A6,dop-2,0
RA00129_210121,CAM304A1,dop-2,0
RA00129_210121,CAM304A3,dop-2,0
RA00129_210121,CAM304A4,dop-2,0
RA00129_210121,CAM304A5,dop-2,0
RA00129_210121,CAM304A6,dop-2,0
RA00129_210121,CAM306A1,dop-2,0
RA00129_210121,CAM306A2,dop-2,0
RA00129_210121,CAM306A4,dop-2,0
RA00129_210121,CAM306A5,dop-2,0
RA00129_210121,CAM306A6,dop-2,0
RA00129_210121,CAM308A1,dop-2,0
RA00129_210121,CAM308A3,dop-2,0
RA00129_210121,CAM308A4,dop-2,0
RA00129_210121,CAM308A5,dop-2,0
RA00129_210121,CAM308A6,dop-2,0
RA00129_210121,CAM309A3,dop-2,0
RA00129_210121,CAM309A4,dop-2,0
RA00129_210121,CAM309A5,dop-2,0
RA00129_210121,CAM309A6,dop-2,0
RA00129_210121,CAM537A1,dop-2,0
RA00129_210121,CAM537A2,dop-2,0
RA00129_210121,CAM537A3,dop-2,0
RA00129_210121,CAM537A5,dop-2,0
RA00129_210121,CAM537A6,dop-2,0
RA00130_170121,CAM034A1,dop-2,3
RA00130_170121,CAM034A2,dop-2,3
RA00130_170121,CAM034A3,dop-2,3
RA00130_170121,CAM034A4,dop-2,3
RA00130_170121,CAM034A5,dop-2,3
RA00130_170121,CAM034A6,dop-2,3
RA00130_170121,CAM035A1,dop-2,3
RA00130_170121,CAM035A3,dop-2,3
RA00130_170121,CAM035A4,dop-2,3
RA00130_170121,CAM035A5,dop-2,3
RA00130_170121,CAM035A6,dop-2,3
RA00130_170121,CAM037A1,dop-2,3
RA00130_170121,CAM037A2,dop-2,3
RA00130_170121,CAM037A3,dop-2,3
RA00130_170121,CAM037A4,dop-2,3
RA00130_170121,CAM037A5,dop-2,3
RA00130_170121,CAM037A6,dop-2,3
RA00130_170121,CAM302A2,dop-2,3
RA00130_170121,CAM302A3,dop-2,3
RA00130_170121,CAM302A4,dop-2,3
RA00130_170121,CAM302A5,dop-2,3
RA00130_170121,CAM302A6,dop-2,3
RA00130_170121,CAM307A1,dop-2,3
RA00130_170121,CAM307A4,dop-2,3
RA00130_170121,CAM307A5,dop-2,3
RA00130_170121,CAM516A1,dop-2,3
RA00130_170121,CAM516A2,dop-2,3
RA00130_170121,CAM516A3,dop-2,3
RA00130_170121,CAM516A5,dop-2,3
RA00130_170121,CAM516A6,dop-2,3
RA00131_310121,CAM034A1,dop-1,0
RA00131_310121,CAM034A4,dop-1,0
RA00131_310121,CAM034A5,dop-1,0
RA00131_310121,CAM035A1,dop-1,0
RA00131_310121,CAM035A4,dop-1,0
RA00131_310121,CAM035A5,dop-1,0
RA00131_310121,CAM037A1,dop-1,0
RA00131_310121,CAM302A1,dop-1,0
RA00131_310121,CAM302A5,dop-1,0
RA00131_310121,CAM302A6,dop-1,0
RA00131_310121,CAM307A1,dop-1,0
RA00131_310121,CAM307A2,dop-1,0
RA00131_310121,CAM307A3,dop-1,0
RA00131_310121,CAM516A1,dop-1,0
RA00131_310121,CAM516A2,dop-1,0
RA00131_310121,CAM516A3,dop-1,0
RA00131_310121,CAM516A5,dop-1,0
RA00131_310121,CAM516A6,dop-1,0
RA00132_110221,CAM034A1,dop-1,0
RA00132_110221,CAM034A2,dop-1,0
RA00132_110221,CAM034A3,dop-1,0
RA00132_110221,CAM034A4,dop-1,0
RA00132_110221,CAM034A5,dop-1,0
RA00132_110221,CAM034A6,dop-1,0
RA00132_110221,CAM035A1,dop-1,0
RA00132_110221,CAM035A2,dop-1,0
RA00132_110221,CAM035A3,dop-1,0
RA00132_110221,CAM035A4,dop-1,0
RA00132_110221,CAM035A6,dop-1,0
RA00132_110221,CAM037A1,dop-1,0
RA00132_110221,CAM037A2,dop-1,0
RA00132_110221,CAM037A3,dop-1,0
RA00132_110221,CAM037A4,dop-1,0
RA00132_110221,CAM037A5,dop-1,0
RA00132_110221,CAM037A6,dop-1,0
RA00132_110221,CAM302A1,dop-1,0
RA00132_110221,CAM302A2,dop-1,0
RA00132_110221,CAM302A3,dop-1,0
RA00132_110221,CAM302A4,dop-1,0
RA00132_110221,CAM302A5,dop-1,0
RA00132_110221,CAM302A6,dop-1,0
RA00132_110221,CAM307A1,dop-1,0
RA00132_110221,CAM307A4,dop-1,0
RA00132_110221,CAM307A5,dop-1,0
RA00132_110221,CAM307A6,dop-1,0
RA00132_110221,CAM516A1,dop-1,0
RA00132_110221,CAM516A4,dop-1,0
RA00132_110221,CAM516A5,dop-1,0
RA00132_110221,CAM516A6,dop-1,0
RA00133_100121,CAM036A1,dop-3,0
RA00133_100121,CAM036A2,dop-3,0
RA00133_100121,CAM036A3,dop-3,0
RA00133_100121,CAM036A4,dop-3,0
RA00133_100121,CAM036A5,dop-3,0
RA00133_100121,CAM036A6,dop-3,0
RA00133_100121,CAM304A1,dop-3,0
RA00133_100121,CAM304A2,dop-3,0
RA00133_100121,CAM304A3,dop-3,0
RA00133_100121,CAM304A4,dop-3,0
RA00133_100121,CAM304A5,dop-3,0
RA00133_100121,CAM306A1,dop-3,0
RA00133_100121,CAM306A4,dop-3,0
RA00133_100121,CAM308A1,dop-3,0
RA00133_100121,CAM308A2,dop-3,0
RA00133_100121,CAM308A3,dop-3,0
RA00133_100121,CAM308A4,dop-3,0
RA00133_100121,CAM309A1,dop-3,0
RA00133_100121,CAM309A2,dop-3,0
RA00133_100121,CAM309A3,dop-3,0
RA00133_100121,CAM309A4,dop-3,0
RA00133_100121,CAM309A5,dop-3,0
RA00133_100121,CAM309A6,dop-3,0
RA00133_100121,CAM537A1,dop-3,0
RA00133_100121,CAM537A3,dop-3,0
RA00133_100121,CAM537A4,dop-3,0
RA00133_100121,CAM537A5,dop-3,0
RA00133_100121,CAM537A6,dop-3,0
RA00134_210221,CAM034A4,dop-3,3
RA00134_210221,CAM034A5,dop-3,3
RA00134_210221,CAM034A6,dop-3,3
RA00134_210221,CAM035A1,dop-3,3
RA00134_210221,CAM035A2,dop-3,3
RA00134_210221,CAM035A3,dop-3,3
RA00134_210221,CAM035A4,dop-3,3
RA00134_210221,CAM035A5,dop-3,3
RA00134_210221,CAM035A6,dop-3,3
RA00134_210221,CAM037A1,dop-3,3
RA00134_210221,CAM037A2,dop-3,3
RA00134_210221,CAM037A3,dop-3,3
RA00134_210221,CAM037A4,dop-3,3
RA00134_210221,CAM037A5,dop-3,3
RA00134_210221,CAM037A6,dop-3,3
RA00134_210221,CAM302A1,dop-3,3
RA00134_210221,CAM302A2,dop-3,3
RA00134_210221,CAM302A5,dop-3,3
RA00134_210221,CAM307A1,dop-3,3
RA00134_210221,CAM307A2,dop-3,3
RA00134_210221,CAM307A3,dop-3,3
RA00134_210221,CAM516A1,dop-3,3
RA00134_210221,CAM516A2,dop-3,3
RA00134_210221,CAM516A5,dop-3,3
RA00136_240121,CAM034A1,dop-2,3
RA00136_240121,CAM034A2,dop-2,3
RA00136_240121,CAM034A3,dop-2,3
RA00136_240121,CAM034A5,dop-2,3
RA00136_240121,CAM035A1,dop-2,3
RA00136_240121,CAM035A2,dop-2,3
RA00136_240121,CAM035A4,dop-2,3
RA00136_240121,CAM035A5,dop-2,3
RA00136_240121,CAM035A6,dop-2,3
RA00136_240121,CAM037A2,dop-2,3
RA00136_240121,CAM037A3,dop-2,3
RA00136_240121,CAM037A4,dop-2,3
RA00136_240121,CAM037A5,dop-2,3
RA00136_240121,CAM302A3,dop-2,3
RA00136_240121,CAM302A4,dop-2,3
RA00136_240121,CAM302A6,dop-2,3
RA00136_240121,CAM307A1,dop-2,3
RA00136_240121,CAM307A3,dop-2,3
RA00136_240121,CAM307A4,dop-2,3
RA00136_240121,CAM307A6,dop-2,3
RA00136_240121,CAM516A3,dop-2,3
RA00136_240121,CAM516A4,dop-2,3
RA00136_240121,CAM516A5,dop-2,3
RA00136_240121,CAM516A6,dop-2,3
RA00138_280221,CAM034A1,dop-3,3
RA00138_280221,CAM034A4,dop-3,3
RA00138_280221,CAM034A5,dop-3,3
RA00138_280221,CAM035A1,dop-3,3
RA00138_280221,CAM035A2,dop-3,3
RA00138_280221,CAM035A6,dop-3,3
RA00138_280221,CAM037A1,dop-3,3
RA00138_280221,CAM037A2,dop-3,3
RA00138_280221,CAM037A5,dop-3,3
RA00138_280221,CAM302A3,dop-3,3
RA00138_280221,CAM302A5,dop-3,3
RA00138_280221,CAM302A6,dop-3,3
RA00138_280221,CAM516A1,dop-3,3
RA00138_280221,CAM516A2,dop-3,3
RA00138_280221,CAM516A4,dop-3,3
RA00138_280221,CAM516A5,dop-3,3
RA00143_250321,CAM034A1,dop-1,0
RA00143_250321,CAM034A2,dop-1,0
RA00143_250321,CAM034A3,dop-1,0
RA00143_250321,CAM035A2,dop-1,0
RA00143_250321,CAM035A3,dop-1,0
RA00143_250321,CAM037A1,dop-1,0
RA00143_250321,CAM037A2,dop-1,0
RA00143_250321,CAM037A3,dop-1,0
RA00143_250321,CAM037A4,dop-1,0
RA00143_250321,CAM037A5,dop-1,0
RA00143_250321,CAM037A6,dop-1,0
RA00143_250321,CAM302A1,dop-1,0
RA00143_250321,CAM302A2,dop-1,0
RA00143_250321,CAM302A3,dop-1,0
RA00143_250321,CAM302A5,dop-1,0
RA00143_250321,CAM302A6,dop-1,0
RA00143_250321,CAM307A1,dop-1,0
RA00143_250321,CAM307A2,dop-1,0
RA00143_250321,CAM307A4,dop-1,0
RA00143_250321,CAM307A6,dop-1,0
RA00143_250321,CAM516A1,dop-1,0
RA00143_250321,CAM516A2,dop-1,0
RA00143_250321,CAM516A5,dop-1,0
RA00143_250321,CAM516A6,dop-1,0
RA00144_250321,CAM036A1,dop-2,0
RA00144_250321,CAM036A2,dop-2,0
RA00144_250321,CAM036A3,dop-2,0
RA00144_250321,CAM036A4,dop-2,0
RA00144_250321,CAM304A1,dop-2,0
RA00144_250321,CAM304A2,dop-2,0
RA00144_250321,CAM304A4,dop-2,0
RA00144_250321,CAM304A5,dop-2,0
RA00144_250321,CAM304A6,dop-2,0
RA00144_250321,CAM306A1,dop-2,0
RA00144_250321,CAM306A2,dop-2,0
RA00144_250321,CAM306A3,dop-2,0
RA00144_250321,CAM306A5,dop-2,0
RA00144_250321,CAM306A6,dop-2,0
RA00144_250321,CAM308A1,dop-2,0
RA00144_250321,CAM308A2,dop-2,0
RA00144_250321,CAM308A3,dop-2,0
RA00144_250321,CAM308A6,dop-2,0
RA00144_250321,CAM309A4,dop-2,0
RA00144_250321,CAM309A5,dop-2,0
RA00144_250321,CAM309A6,dop-2,0
RA00144_250321,CAM537A1,dop-2,0
RA00144_250321,CAM537A4,dop-2,0
RA00144_250321,CAM537A5,dop-2,0
RA00146_010421,CAM034A1,dop-3,0
RA00146_010421,CAM034A6,dop-3,0
RA00146_010421,CAM035A1,dop-3,0
RA00146_010421,CAM035A3,dop-3,0
RA00146_010421,CAM035A5,dop-3,0
RA00146_010421,CAM037A1,dop-3,0
RA00146_010421,CAM037A2,dop-3,0
RA00146_010421,CAM037A3,dop-3,0
RA00146_010421,CAM037A5,dop-3,0
RA00146_010421,CAM302A2,dop-3,0
RA00146_010421,CAM302A3,dop-3,0
RA00146_010421,CAM302A4,dop-3,0
RA00146_010421,CAM302A5,dop-3,0
RA00146_010421,CAM302A6,dop-3,0
RA00146_010421,CAM307A1,dop-3,0
RA00146_010421,CAM307A2,dop-3,0
RA00146_010421,CAM307A3,dop-3,0
RA00146_010421,CAM307A5,dop-3,0
RA00146_010421,CAM516A1,dop-3,0
RA00146_010421,CAM516A2,dop-3,0
RA00146_010421,CAM516A4,dop-3,0
RA00146_010421,CAM516A5,dop-3,0
RA00147_040421,CAM034A1,dop-3,3
RA00147_040421,CAM034A2,dop-3,3
RA00147_040421,CAM034A4,dop-3,3
RA00147_040421,CAM034A6,dop-3,3
RA00147_040421,CAM035A2,dop-3,3
RA00147_040421,CAM037A2,dop-3,3
RA00147_040421,CAM037A5,dop-3,3
RA00147_040421,CAM037A6,dop-3,3
RA00147_040421,CAM302A3,dop-3,3
RA00147_040421,CAM302A4,dop-3,3
RA00147_040421,CAM302A5,dop-3,3
RA00147_040421,CAM302A6,dop-3,3
RA00147_040421,CAM307A1,dop-3,3
RA00147_040421,CAM307A2,dop-3,3
RA00147_040421,CAM307A3,dop-3,3
RA00147_040421,CAM307A4,dop-3,3
RA00147_040421,CAM307A5,dop-3,3
RA00147_040421,CAM307A6,dop-3,3
RA00147_040421,CAM516A1,dop-3,3
RA00147_040421,CAM516A2,dop-3,3
RA00147_040421,CAM516A3,dop-3,3
RA00147_040421,CAM516A4,dop-3,3
RA00147_040421,CAM516A5,dop-3,3
RA00147_040421,CAM516A6,dop-3,3
RA00150_080421,CAM036A1,cat-2,4
RA00150_080421,CAM036A2,cat-2,4
RA00150_080421,CAM036A3,cat-2,4
RA00150_080421,CAM036A4,cat-2,4
RA00150_080421,CAM036A5,cat-2,4
RA00150_080421,CAM036A6,cat-2,4
RA00150_080421,CAM304A1,cat-2,4
RA00150_080421,CAM304A3,cat-2,4
